w-2	w-1	w	log2prob	suprisal	entropy	word_lp
dat	knullig	in	-6.04439	6.04439	4.4614	66
knullig	in	elkaar	-10.8543	10.8543	0	1851.3
in	elkaar	gezet	-4.25949	4.25949	6.12911	19.1529
elkaar	gezet	was	-7.67948	7.67948	3.64795	205
gezet	was	viel	-13.7867	13.7867	3.11058	14131.9
was	viel	ineen	-17.5269	17.5269	1.58496	188847
_	_	De	-3.40807	3.40807	8.87044	10.6152
_	De	magere	-16.3917	16.3917	12.4321	85979
De	magere	dronkelap	-22.9268	22.9268	2.32193	7.97E+06
magere	dronkelap	die	-7.08274	7.08274	2.9477	135.556
dronkelap	die	de	-4.42801	4.42801	9.98323	21.526
die	de	uitsmijter	-19.5269	19.5269	11.2996	755388
de	uitsmijter	ontloopt	-21.3963	21.3963	3.10689	2.76E+06
uitsmijter	ontloopt	heeft	-8.20096	8.20096	3.76718	294.262
ontloopt	heeft	iets	-9.61961	9.61961	8.33438	786.668
heeft	iets	te	-3.63227	3.63227	5.71534	12.4
iets	te	verbergen	-7.12849	7.12849	7.03689	139.923
_	_	Een	-5.55277	5.55277	8.87044	46.9408
_	Een	geschreven	-16.247	16.247	11.1136	77776
Een	geschreven	brief	-12.9768	12.9768	0	8061.32
geschreven	brief	die	-7.08274	7.08274	2.41938	135.556
brief	die	in	-4.64386	4.64386	4.78862	25
die	in	de	-2.05752	2.05752	6.67297	4.1627
in	de	brievenbus	-12.1728	12.1728	11.3754	4617.23
de	brievenbus	valt	-12.3503	12.3503	5.30926	5221.7
brievenbus	valt	zie	-11.8333	11.8333	6.45751	3649.03
valt	zie	ik	-2.69491	2.69491	6.25933	6.47514
zie	ik	nog	-5.63769	5.63769	6.52694	49.7869
ik	nog	zelden	-12.4491	12.4491	6.10066	5592
_	_	De	-3.40807	3.40807	8.87044	10.6152
_	De	ster	-13.5337	13.5337	12.4321	11859.2
De	ster	die	-3.32193	3.32193	3.54786	10
ster	die	voldoende	-12.9221	12.9221	2.78239	7761.4
die	voldoende	privacy	-15.7436	15.7436	5.4338	54863.8
voldoende	privacy	belangrijk	-12.4477	12.4477	2.52164	5586.32
privacy	belangrijk	acht	-11.3271	11.3271	6.03144	2569.2
belangrijk	acht	wordt	-8.63455	8.63455	1.92193	397.427
acht	wordt	vaak	-11.2907	11.2907	1.73136	2505.13
wordt	vaak	gebeld	-15.699	15.699	6.95326	53196.3
_	_	De	-3.40807	3.40807	8.87044	10.6152
_	De	omstanders	-14.9323	14.9323	12.4321	31265.1
De	omstanders	die	-2.70044	2.70044	3.39275	6.5
omstanders	die	erg	-11.3067	11.3067	3.27761	2533.16
die	erg	kritisch	-14.9674	14.9674	6.6607	32036.5
erg	kritisch	zijn	-2.87447	2.87447	3.72013	7.33333
kritisch	zijn	maken	-9.99513	9.99513	3.81858	1020.55
zijn	maken	de	-3.16993	3.16993	2.41938	9
maken	de	beroemde	-15.1432	15.1432	7.90202	36188.5
de	beroemde	technoloog	-22.9268	22.9268	8.06352	7.97E+06
beroemde	technoloog	belachelijk	-16.0401	16.0401	2.9477	67382
_	_	De	-3.40807	3.40807	8.87044	10.6152
_	De	vlotte	-16.8067	16.8067	12.4321	114639
De	vlotte	babbel	-20.6049	20.6049	1.58496	1.59E+06
vlotte	babbel	die	-1.80735	1.80735	2.52164	3.5
babbel	die	hij	-8.61994	8.61994	1	393.425
die	hij	kan	-8.03667	8.03667	7.85321	262.591
hij	kan	hebben	-8.65474	8.65474	6.9553	403.03
kan	hebben	tijdens	-11.1627	11.1627	4.12688	2292.49
hebben	tijdens	sollicitaties	-19.9882	19.9882	2.6084	1.04E+06
tijdens	sollicitaties	helpt	-14.3174	14.3174	4.79651	20415.9
sollicitaties	helpt	wel	-6.05139	6.05139	6.50521	66.3208
_	_	Vincent	-15.2451	15.2451	8.87044	38837
_	Vincent	die	-7.08274	7.08274	5.78952	135.556
Vincent	die	beroemde	-15.1432	15.1432	1	36188.5
die	beroemde	portretten	-17.7173	17.7173	4.45065	215501
beroemde	portretten	geschilderd	-17.1719	17.1719	4.51981	147658
portretten	geschilderd	heeft	-6.11746	6.11746	4.44655	69.4286
geschilderd	heeft	kon	-11.4216	11.4216	0.863121	2743.09
heeft	kon	daar	-9.95936	9.95936	0	995.559
kon	daar	helaas	-13.4499	13.4499	4.87941	11190.1
daar	helaas	niks	-13.1143	13.1143	3.43162	8867.15
helaas	niks	mee	-10.5918	10.5918	2.84535	1543.3
niks	mee	verdienen	-14.2407	14.2407	3.90767	19358.5
_	_	De	-3.40807	3.40807	8.87044	10.6152
_	De	artiesten	-15.8067	15.8067	12.4321	57319.3
De	artiesten	die	-7.08274	7.08274	2.9477	135.556
artiesten	die	geen	-9.05198	9.05198	3.87954	530.783
die	geen	werk	-6.4057	6.4057	9.34232	84.7826
geen	werk	hebben	-3.75207	3.75207	4.72739	13.4737
werk	hebben	moeten	-5.12102	5.12102	4.80315	34.8
hebben	moeten	de	-7.54689	7.54689	6.56558	187
moeten	de	huilende	-19.5889	19.5889	8.96686	788592
de	huilende	babies	-20.0093	20.0093	3.6645	1.06E+06
huilende	babies	vermaken	-17.4931	17.4931	4.90112	184478
_	_	De	-3.40807	3.40807	8.87044	10.6152
_	De	route	-10.5715	10.5715	12.4321	1521.75
De	route	die	-3.86419	3.86419	4.93479	14.5625
route	die	langs	-6.53916	6.53916	4.55879	93
die	langs	de	-0.621488	0.621488	2.51824	1.53846
langs	de	Utrechtse	-12.5548	12.5548	8.85489	6017
de	Utrechtse	plassen	-17.0771	17.0771	4.27696	138269
Utrechtse	plassen	liep	-13.4864	13.4864	4.83564	11476.4
plassen	liep	was	-10.2884	10.2884	6.4326	1250.6
liep	was	langer	-12.9021	12.9021	2.32193	7654.6
was	langer	dan	0	0	0	1
langer	dan	verwacht	-6.48543	6.48543	5.41303	89.6
_	_	De	-3.40807	3.40807	8.87044	10.6152
_	De	heks	-15.0698	15.0698	12.4321	34391.6
De	heks	die	-7.08274	7.08274	3.18083	135.556
heks	die	haar	-9.50781	9.50781	3.25163	728.007
die	haar	een	-6.66267	6.66267	8.18624	101.312
haar	een	onzekere	-17.3485	17.3485	7.57345	166888
een	onzekere	toekomst	-1.16227	1.16227	3.59968	2.2381
onzekere	toekomst	voorspelde	-17.7087	17.7087	3.44353	214215
toekomst	voorspelde	lachte	-17.2797	17.2797	0	159117
voorspelde	lachte	hard	-7.81698	7.81698	5.10924	225.5
_	_	Gisteren	-11.1045	11.1045	8.87044	2201.86
_	Gisteren	kreeg	-8.3733	8.3733	6.08955	331.6
Gisteren	kreeg	de	-4.48102	4.48102	0.543564	22.3316
kreeg	de	chauffeur	-10.3208	10.3208	7.37831	1279
de	chauffeur	die	-6.2936	6.2936	5.45168	78.4444
chauffeur	die	het	-4.24793	4.24793	4.65939	19
die	het	verstopte	-18.4529	18.4529	10.0295	358809
het	verstopte	buskruit	-20.3963	20.3963	1	1.38E+06
verstopte	buskruit	ontdekt	-14.2726	14.2726	4.55571	19790.9
buskruit	ontdekt	had	-7.65424	7.65424	4.80005	201.444
ontdekt	had	een	-5.57909	5.57909	2.55218	47.805
had	een	beloning	-11.5953	11.5953	9.32458	3094
_	_	De	-3.40807	3.40807	8.87044	10.6152
_	De	onervaren	-18.3917	18.3917	12.4321	343916
De	onervaren	musicus	-18.9987	18.9987	0	523809
onervaren	musicus	die	-4.51307	4.51307	5.83144	22.8333
musicus	die	de	-1.58496	1.58496	2.25163	3
die	de	dure	-15.2853	15.2853	11.2996	39934.3
de	dure	zwarte	-13.9375	13.9375	6.66399	15689.1
dure	zwarte	piano	-16.9882	16.9882	0	130003
zwarte	piano	gestemd	-15.7502	15.7502	5.24445	55116.6
piano	gestemd	heeft	-6.43962	6.43962	4.27881	86.8
gestemd	heeft	was	-8.47549	8.47549	2.33012	355.94
heeft	was	zenuwachtig	-17.9268	17.9268	3.16993	249173
_	_	Mijn	-8.49924	8.49924	8.87044	361.847
_	Mijn	tante	-9.13071	9.13071	9.0455	560.556
Mijn	tante	die	-7.08274	7.08274	3.78714	135.556
tante	die	ervan	-12.7167	12.7167	4.08746	6731.25
die	ervan	hield	-13.8961	13.8961	3.49713	15245.8
ervan	hield	knusse	-19.7217	19.7217	0	864601
hield	knusse	dorpjes	-6.37504	6.37504	5.72545	83
knusse	dorpjes	te	-6.59774	6.59774	0	96.8543
dorpjes	te	bezoeken	-2.22239	2.22239	3.18201	4.66667
te	bezoeken	was	-10.0238	10.0238	2.97762	1041
bezoeken	was	enthousiast	-15.2148	15.2148	2	38029.6
_	_	Op	-6.4418	6.4418	8.87044	86.9312
_	Op	de	-2.33161	2.33161	6.19941	5.03368
Op	de	gammele	-19.8873	19.8873	9.25297	969755
de	gammele	tandem	-20.1898	20.1898	3.4183	1.20E+06
gammele	tandem	die	-5.90689	5.90689	5.41506	60
tandem	die	niet	-7.1071	7.1071	0	137.864
die	niet	verzekerd	-12.0463	12.0463	8.06306	4229.5
niet	verzekerd	was	-5.52356	5.52356	2.56304	46
verzekerd	was	kwamen	-12.7991	12.7991	3.10161	7127.01
was	kwamen	we	-2.70044	2.70044	2.87314	6.5
kwamen	we	niet	-6.73978	6.73978	5.69191	106.875
we	niet	ver	-9.35278	9.35278	7.35822	653.833
_	_	De	-3.40807	3.40807	8.87044	10.6152
_	De	Hollandse	-14.3917	14.3917	12.4321	21494.7
De	Hollandse	bossen	-15.9934	15.9934	4.52356	65238.1
Hollandse	bossen	die	-7.29593	7.29593	5.63283	157.143
bossen	die	prachtig	-13.9372	13.9372	2.80735	15685.7
die	prachtig	zijn	-6.94949	6.94949	4.49468	123.596
prachtig	zijn	bezoekt	-16.1734	16.1734	3.17281	73905.1
zijn	bezoekt	de	-4.43147	4.43147	5.71027	21.5778
bezoekt	de	Zwitserse	-16.2702	16.2702	5.44741	79032.9
de	Zwitserse	man	-10.9595	10.9595	5.79171	1991.34
Zwitserse	man	graag	-12.1732	12.1732	0	4618.48
_	_	Gisteren	-11.1045	11.1045	8.87044	2201.86
_	Gisteren	had	-5.69523	5.69523	6.08955	51.8125
Gisteren	had	oma	-15.8995	15.8995	1.20131	61126
had	oma	die	-7.08274	7.08274	1	135.556
oma	die	een	-4.08746	4.08746	3.96982	17
die	een	zoete	-12.4497	12.4497	10.5672	5594
een	zoete	pannekoek	-21.3418	21.3418	4.34921	2.66E+06
zoete	pannekoek	had	-9.86669	9.86669	4.20841	933.621
pannekoek	had	gegeten	-12.23	12.23	8.18359	4804
had	gegeten	flinke	-14.5874	14.5874	3.45282	24618.1
gegeten	flinke	buikpijn	-18.8113	18.8113	8.75254	460012
_	_	Modieuze	-21.7997	21.7997	8.87044	3.65E+06
_	Modieuze	Sarah	-17.6831	17.6831	0	210445
Modieuze	Sarah	die	-6.82867	6.82867	6.07663	113.667
Sarah	die	wollen	-19.0093	19.0093	1.58496	527661
die	wollen	tassen	-17.4457	17.4457	0	178512
wollen	tassen	op	-5.48113	5.48113	5.49589	44.6667
tassen	op	de	-1.16993	1.16993	2.28104	2.25
op	de	markt	-6.24975	6.24975	11.4403	76.0961
de	markt	bracht	-8.88026	8.88026	6.61435	471.222
markt	bracht	had	-9.86669	9.86669	1.44662	933.621
bracht	had	succes	-12.9081	12.9081	8.18359	7686.4
_	_	Het	-4.06265	4.06265	8.87044	16.7101
_	Het	ideale	-13.8307	13.8307	9.08363	14570.2
Het	ideale	breekijzer	-21.0967	21.0967	3.85217	2.24E+06
ideale	breekijzer	dat	-5	5	4.11361	32
breekijzer	dat	voor	-7.05463	7.05463	0	132.94
dat	voor	vele	-8.25996	8.25996	6.39259	306.545
voor	vele	mannen	-8.43879	8.43879	6.63399	347
vele	mannen	onmisbaar	-17.2049	17.2049	3.75	151078
mannen	onmisbaar	is	-3.33719	3.33719	4.69937	10.1064
onmisbaar	is	ligt	-11.7026	11.7026	2.82398	3332.96
is	ligt	in	-3.05889	3.05889	4.02347	8.33333
ligt	in	de	-1.82491	1.82491	3.88132	3.54286
in	de	winkels	-10.113	10.113	11.3754	1107.45
_	_	Voor	-7.02104	7.02104	8.87044	129.88
_	Voor	twintig	-14.229	14.229	6.44017	19203.1
Voor	twintig	dollar	-7.22381	7.22381	5.67894	149.48
twintig	dollar	die	-7.08274	7.08274	1.59419	135.556
dollar	die	minder	-11.3237	11.3237	3.50689	2563.11
die	minder	waard	-8.26679	8.26679	6.44018	308
minder	waard	zijn	-3.43296	3.43296	3.95246	10.8
waard	zijn	dan	-5.38802	5.38802	3.56765	41.875
zijn	dan	voorheen	-9.39303	9.39303	6.89448	672.333
dan	voorheen	krijg	-13.4733	13.4733	3.521	11372.7
voorheen	krijg	je	-1.04718	1.04718	3.56475	2.06649
krijg	je	maar	-8.40609	8.40609	6.8909	339.222
je	maar	weinig	-7.65003	7.65003	6.78732	200.857
_	_	De	-3.40807	3.40807	8.87044	10.6152
_	De	staat	-11.1343	11.1343	12.4321	2247.82
De	staat	betaalde	-15.5605	15.5605	5.47294	48324.5
staat	betaalde	de	-4.48102	4.48102	0	22.3316
betaalde	de	talentvolle	-18.8299	18.8299	4.34965	465986
de	talentvolle	advocaat	-14.128	14.128	4.52356	17904.7
talentvolle	advocaat	die	-6.11069	6.11069	6.24889	69.1034
advocaat	die	een	-3.27302	3.27302	5.19825	9.66667
die	een	uitstekend	-13.4497	13.4497	10.5672	11188
een	uitstekend	pleidooi	-16.6109	16.6109	6.83041	100086
uitstekend	pleidooi	had	-9.48583	9.48583	3.99073	717
pleidooi	had	gehouden	-12.6631	12.6631	0	6486.07
_	_	De	-3.40807	3.40807	8.87044	10.6152
_	De	schone	-16.0698	16.0698	12.4321	68783.2
De	schone	parkiet	-21.7044	21.7044	2.32193	3.42E+06
schone	parkiet	die	-7.08274	7.08274	3.97542	135.556
parkiet	die	de	-4.42801	4.42801	9.98323	21.526
die	de	madam	-21.1425	21.1425	11.2996	2.31E+06
de	madam	inspireert	-18.9268	18.9268	4.63162	498346
madam	inspireert	zit	-11.4469	11.4469	4.9077	2791.64
inspireert	zit	opgesloten	-10.5623	10.5623	6.40437	1512.06
zit	opgesloten	in	-1.76553	1.76553	2.46337	3.4
opgesloten	in	de	-2.4416	2.4416	3.74514	5.43243
in	de	kooi	-12.3372	12.3372	11.3754	5174.48
_	_	De	-3.40807	3.40807	8.87044	10.6152
_	De	hevige	-15.8067	15.8067	12.4321	57319.3
De	hevige	bliksem	-17.3285	17.3285	2.80735	164591
hevige	bliksem	die	-7.18322	7.18322	4.80423	145.333
bliksem	die	een	-5.57909	5.57909	1.58496	47.805
die	een	kilometer	-11.1277	11.1277	10.5672	2237.6
een	kilometer	verder	-5.72792	5.72792	4.32282	53
kilometer	verder	insloeg	-21.3418	21.3418	5.06857	2.66E+06
verder	insloeg	zorgde	-15.362	15.362	2.47246	42113.8
insloeg	zorgde	voor	-1.76893	1.76893	4.56141	3.408
zorgde	voor	brand	-13.393	13.393	4.30136	10757.3
_	_	Mijn	-8.49924	8.49924	8.87044	361.847
_	Mijn	hondje	-17.5692	17.5692	9.0455	194477
Mijn	hondje	beet	-17.1601	17.1601	0	146453
hondje	beet	zomaar	-14.271	14.271	5.50588	19769.1
beet	zomaar	in	-4.52197	4.52197	7.32307	22.9747
zomaar	in	de	-2.21632	2.21632	3.86592	4.64706
in	de	lekkere	-18.1952	18.1952	11.3754	300120
de	lekkere	taart	-17.5969	17.5969	5.07683	198237
lekkere	taart	die	-7.08274	7.08274	1	135.556
taart	die	voor	-7.05463	7.05463	2.58496	132.94
die	voor	oma	-15.8995	15.8995	5.97006	61126
voor	oma	was	-8.47549	8.47549	2.80735	355.94
_	_	De	-3.40807	3.40807	8.87044	10.6152
_	De	corrupte	-18.3917	18.3917	12.4321	343916
De	corrupte	bankier	-19.0743	19.0743	1	552014
corrupte	bankier	die	-4.02237	4.02237	5.14288	16.25
bankier	die	goede	-11.2574	11.2574	2.75	2447.96
die	goede	zaken	-7.43463	7.43463	5.58079	173
goede	zaken	deed	-5.93074	5.93074	4.05252	61
zaken	deed	had	-9.86669	9.86669	2.15564	933.621
deed	had	geen	-9.05198	9.05198	1	530.783
had	geen	geweten	-15.2733	15.2733	7.20393	39603.7
_	_	De	-3.40807	3.40807	8.87044	10.6152
_	De	vastzittende	-21.3963	21.3963	12.4321	2.76E+06
De	vastzittende	kinderen	-11.0903	11.0903	0	2180.28
vastzittende	kinderen	die	-4.59164	4.59164	7.34356	24.1114
kinderen	die	de	-5.89112	5.89112	6.96884	59.3478
die	de	vroege	-12.586	12.586	11.2996	6148.25
de	vroege	passanten	-19.2263	19.2263	6.31913	613349
vroege	passanten	alarmeren	-21.3963	21.3963	4.98054	2.76E+06
passanten	alarmeren	zijn	-6.94949	6.94949	2.9322	123.596
alarmeren	zijn	in	-6.01582	6.01582	9.84065	64.7057
zijn	in	paniek	-13.1314	13.1314	6.15599	8973
_	_	Het	-4.06265	4.06265	8.87044	16.7101
_	Het	nieuwe	-8.47084	8.47084	9.08363	354.794
Het	nieuwe	project	-9.93517	9.93517	7.29251	979
nieuwe	project	dat	-3.75489	3.75489	3.8562	13.5
project	dat	veel	-9.45114	9.45114	5.90013	699.966
dat	veel	geld	-7.01644	7.01644	7.51898	129.467
veel	geld	kost	-5.79181	5.79181	6.28734	55.4
geld	kost	lijkt	-7.16993	7.16993	3.50995	144
kost	lijkt	in	-5.85295	5.85295	0	57.798
lijkt	in	het	-4.42066	4.42066	5.24647	21.4167
in	het	water	-6.82185	6.82185	10.3569	113.131
het	water	te	-4.94461	4.94461	7.13679	30.7946
water	te	vallen	-7.54689	7.54689	6.33649	187
_	_	Mijn	-8.49924	8.49924	8.87044	361.847
_	Mijn	gebakken	-16.7001	16.7001	9.0455	106472
Mijn	gebakken	ei	-5.14868	5.14868	5.95756	35.4737
gebakken	ei	dat	-4.24793	4.24793	3.51109	19
ei	dat	een	-3.45943	3.45943	3.0958	11
dat	een	kapotte	-14.1152	14.1152	10.7743	17746
een	kapotte	dooier	-23.5118	23.5118	4.23197	1.20E+07
kapotte	dooier	had	-9.86669	9.86669	2.58496	933.621
dooier	had	was	-9.92624	9.92624	8.18359	972.962
had	was	heerlijk	-14.1524	14.1524	4.85058	18209.1
_	_	De	-3.40807	3.40807	8.87044	10.6152
_	De	collega's	-14.3042	14.3042	12.4321	20230.4
De	collega's	en	-5.61814	5.61814	3.52806	49.1165
collega's	en	omstanders	-18.0799	18.0799	6.12835	277073
en	omstanders	troosten	-18.4529	18.4529	2.61749	358809
omstanders	troosten	de	-6.64386	6.64386	4.22319	100
troosten	de	bange	-18.5118	18.5118	1	373760
de	bange	techneut	-20.6373	20.6373	3.80776	1.63E+06
bange	techneut	die	-3.1375	3.1375	4.64184	8.8
techneut	die	huilt	-18.0469	18.0469	1.92193	270800
_	_	De	-3.40807	3.40807	8.87044	10.6152
_	De	dikke	-13.6368	13.6368	12.4321	12737.6
De	dikke	darmen	-18.0523	18.0523	2.73494	271825
dikke	darmen	die	-7.04439	7.04439	5.75978	132
darmen	die	van	-5.27407	5.27407	1	38.6949
die	van	het	-3.9648	3.9648	7.56021	15.6143
van	het	varken	-14.3116	14.3116	11.7944	20334
het	varken	afkomen	-18.3552	18.3552	4.45372	335336
varken	afkomen	zijn	-6.94949	6.94949	3.55388	123.596
afkomen	zijn	gevuld	-14.2403	14.2403	9.84065	19353.5
_	_	De	-3.40807	3.40807	8.87044	10.6152
_	De	erg	-17.3917	17.3917	12.4321	171958
De	erg	botte	-18.6049	18.6049	1	398677
erg	botte	bioloog	-18.5653	18.5653	5.52211	387902
botte	bioloog	die	-4.93074	4.93074	4.58904	30.5
bioloog	die	erg	-11.3067	11.3067	2.58496	2533.16
die	erg	kwaad	-14.2283	14.2283	6.6607	19192.8
erg	kwaad	keek	-14.2837	14.2837	3.32323	19944.9
kwaad	keek	bukte	-21.2894	21.2894	5.97834	2.56E+06
keek	bukte	en	-2.80735	2.80735	2.81541	7
bukte	en	viel	-13.7867	13.7867	2	14131.9
_	_	Hij	-6.11808	6.11808	8.87044	69.4586
_	Hij	struikelde	-19.7392	19.7392	7.63147	875145
Hij	struikelde	over	-3.77259	3.77259	3.09345	13.6667
struikelde	over	de	-2.58496	2.58496	1.79248	6
over	de	behangrol	-26.0967	26.0967	11.4556	7.18E+07
de	behangrol	die	-5.98713	5.98713	9.67012	63.4318
behangrol	die	de	-4.42801	4.42801	9.98323	21.526
die	de	onhandige	-19.2141	19.2141	11.2996	608151
de	onhandige	behanger	-22.2894	22.2894	2.9477	5.13E+06
onhandige	behanger	liet	-13.0013	13.0013	3.32486	8199.48
behanger	liet	vallen	-7.31404	7.31404	6.97018	159.127
_	_	Ik	-4.93145	4.93145	8.87044	30.5151
_	Ik	haat	-11.6984	11.6984	6.50583	3323.25
Ik	haat	de	-2.96963	2.96963	4.57765	7.83333
haat	de	adviseur	-15.7184	15.7184	1.74094	53915.8
de	adviseur	die	-4.84549	4.84549	5.69864	28.75
adviseur	die	onze	-10.4156	10.4156	3.5899	1365.9
die	onze	dochter	-9.30606	9.30606	7.02167	633
onze	dochter	overtuigde	-19.5732	19.5732	5.55056	780020
dochter	overtuigde	dirigent	-17.2544	17.2544	5.8439	156344
overtuigde	dirigent	te	-6.84235	6.84235	6.29981	114.75
dirigent	te	worden	-2	2	1.5	4
_	_	Hij	-6.11808	6.11808	8.87044	69.4586
_	Hij	die	-9.61556	9.61556	7.63147	784.463
Hij	die	niet	-6.46761	6.46761	6.28344	88.5
die	niet	wil	-8.34583	8.34583	8.06306	325.346
niet	wil	luisteren	-6.75489	6.75489	6.44564	108
wil	luisteren	moet	-9.41977	9.41977	3.07572	684.907
luisteren	moet	nu	-9.4879	9.4879	0	718.028
moet	nu	op	-6.58796	6.58796	6.5945	96.2
nu	op	dikke	-14.4968	14.4968	6.29425	23119.2
op	dikke	blaren	-17.8488	17.8488	1.76955	236059
dikke	blaren	zitten	-3.66297	3.66297	3.65935	12.6667
_	_	De	-3.40807	3.40807	8.87044	10.6152
_	De	snelle	-12.8998	12.8998	12.4321	7642.58
De	snelle	drummer	-18.4894	18.4894	4.97018	368010
snelle	drummer	die	-6.60733	6.60733	6.24004	97.5
drummer	die	een	-5.57909	5.57909	1	47.805
die	een	band	-11.4497	11.4497	10.5672	2797
een	band	zocht	-16.0883	16.0883	5.44793	69671.7
band	zocht	plaatste	-16.8044	16.8044	6.02231	114453
zocht	plaatste	een	-3.93477	3.93477	5.63464	15.2927
plaatste	een	advertentie	-16.5653	16.5653	3.42929	96975.5
_	_	Het	-4.06265	4.06265	8.87044	16.7101
_	Het	stevige	-17.7376	17.7376	9.08363	218553
Het	stevige	korte	-12.8993	12.8993	0	7639.93
stevige	korte	penseel	-20.6704	20.6704	6.83655	1.67E+06
korte	penseel	dat	-6.51534	6.51534	4.08846	91.4769
penseel	dat	de	-3.06498	3.06498	7.86025	8.36856
dat	de	voorkeur	-13.057	13.057	12.132	8521.91
de	voorkeur	van	-4.03427	4.03427	4.29089	16.3846
voorkeur	van	Joris	-16.7502	16.7502	3.62475	110233
van	Joris	had	-9.86669	9.86669	3.99524	933.621
Joris	had	was	-8.47549	8.47549	0	355.94
had	was	weg	-10.9002	10.9002	4.85058	1911.05
_	_	De	-3.40807	3.40807	8.87044	10.6152
_	De	fruitige	-20.7392	20.7392	12.4321	1.75E+06
De	fruitige	dranken	-18.2575	18.2575	4.33379	313371
fruitige	dranken	die	-4.37977	4.37977	5.34522	20.8182
dranken	die	soms	-12.1392	12.1392	3.45943	4511.06
die	soms	vreemd	-14.3182	14.3182	6.73479	20427.5
soms	vreemd	smaakten	-21.8488	21.8488	1.58496	3.78E+06
vreemd	smaakten	werden	-11.2325	11.2325	3.93214	2406.18
smaakten	werden	geschonken	-12.5423	12.5423	8.81617	5964.8
werden	geschonken	op	-6.68674	6.68674	1.92193	103.017
geschonken	op	het	-5.47942	5.47942	1	44.6138
op	het	feest	-10.5574	10.5574	9.92278	1506.89
_	_	Met	-7.06434	7.06434	8.87044	133.837
_	Met	kromme	-13.7354	13.7354	6.86564	13638.5
Met	kromme	tenen	0	0	0	1
kromme	tenen	die	-7.08274	7.08274	3.50326	135.556
tenen	die	ze	-8.69229	8.69229	0	413.656
die	ze	niet	-4.68332	4.68332	7.92691	25.6933
ze	niet	meer	-3.8827	3.8827	7.82136	14.7506
niet	meer	recht	-11.7208	11.7208	8.01006	3375.33
meer	recht	kreeg	-12.2696	12.2696	4.91584	4937.52
recht	kreeg	stond	-12.2605	12.2605	0	4906.46
kreeg	stond	ze	-7.16382	7.16382	6.57019	143.392
stond	ze	op	-2.97199	2.97199	4.12603	7.84615
_	_	Mijn	-8.49924	8.49924	8.87044	361.847
_	Mijn	broer	-7.34644	7.34644	9.0455	162.742
Mijn	broer	Hans	-13.9081	13.9081	4.68368	15373.2
broer	Hans	die	-7.08274	7.08274	0	135.556
Hans	die	de	-4.48102	4.48102	2.58496	22.3316
die	de	milde	-17.625	17.625	11.2996	202146
de	milde	pastoor	-16.3137	16.3137	4.1066	81455
milde	pastoor	zijn	-7.783	7.783	6.67995	220.25
pastoor	zijn	vele	-12.0402	12.0402	2	4211.87
zijn	vele	zonden	-9.19476	9.19476	7.78671	586
vele	zonden	opbiechtte	-23.0967	23.0967	1	8.97E+06
zonden	opbiechtte	huilde	-18.0799	18.0799	2.25	277073
_	_	Opa	-15.0315	15.0315	8.87044	33492.4
_	Opa	Jan	-12.5657	12.5657	4.29126	6062.5
Opa	Jan	die	-9.72354	9.72354	8.23834	845.429
Jan	die	bakker	-17.0967	17.0967	3.6645	140160
die	bakker	is	-6.31192	6.31192	0	79.4472
bakker	is	wilde	-12.2615	12.2615	2.6416	4909.82
is	wilde	vroeger	-13.5857	13.5857	2.80735	12294.3
wilde	vroeger	altijd	-1	1	1.5	2
vroeger	altijd	piloot	-16.8229	16.8229	4.78714	115932
altijd	piloot	worden	-8.42043	8.42043	5.74792	342.611
piloot	worden	of	-8.03238	8.03238	8.32661	261.811
worden	of	brandweerman	-19.4529	19.4529	6.25892	717619
_	_	Ik	-4.93145	4.93145	8.87044	30.5151
_	Ik	at	-13.4089	13.4089	6.50583	10876.1
Ik	at	de	-4.48102	4.48102	3.33468	22.3316
at	de	muffe	-20.3963	20.3963	2.78209	1.38E+06
de	muffe	toast	-20.2387	20.2387	2.64644	1.24E+06
muffe	toast	die	-7.08274	7.08274	4.02844	135.556
toast	die	niet	-5.96753	5.96753	9.98323	62.5755
die	niet	goed	-6.05759	6.05759	8.06306	66.6063
niet	goed	smaakte	-12.4566	12.4566	7.25009	5621
goed	smaakte	toch	-10.2008	10.2008	1	1176.89
smaakte	toch	maar	-7.96277	7.96277	0	249.478
toch	maar	op	-5.26149	5.26149	6.48319	38.359
_	_	Frank	-13.8167	13.8167	8.87044	14429.6
_	Frank	werd	-7.98299	7.98299	6.15228	253
Frank	werd	erg	-11.3067	11.3067	2.58496	2533.16
werd	erg	nerveus	-18.2765	18.2765	4.23593	317530
erg	nerveus	van	-2.80735	2.80735	2.80735	7
nerveus	van	de	-4	4	3.5	16
van	de	vreemd	-14.3182	14.3182	13.0134	20427.5
de	vreemd	ogende	-17.8921	17.8921	1	243261
vreemd	ogende	patholoog	-21.1898	21.1898	0	2.39E+06
ogende	patholoog	die	-7.08274	7.08274	4.44022	135.556
patholoog	die	hem	-7.78816	7.78816	9.98323	221.039
die	hem	onderzocht	-11.2258	11.2258	8.15992	2395
_	_	Mijn	-8.49924	8.49924	8.87044	361.847
_	Mijn	vriendin	-7.25624	7.25624	9.0455	152.879
Mijn	vriendin	die	-5.30378	5.30378	4.90941	39.5
vriendin	die	de	-6.67243	6.67243	5.09746	102
die	de	pas	-13.001	13.001	11.2996	8197.67
de	pas	overleden	-7.54689	7.54689	6.55724	187
